"date","on","1w","2w","1m","3m","6m","9m","1y"
"20181122","2.456","2.642","2.668","2.697","3.064","3.281","3.495","3.535"
"20181121","2.579","2.656","2.678","2.697","3.06","3.287","3.504","3.544"
"20181120","2.609","2.665","2.677","2.696","3.053","3.294","3.505","3.543"
"20181119","2.551","2.643","2.65","2.686","3.035","3.293","3.51","3.551"
"20181116","2.345","2.629","2.641","2.684","3.023","3.297","3.513","3.553"
"20181115","2.339","2.629","2.638","2.685","3.01","3.296","3.512","3.55"
"20181114","2.325","2.632","2.638","2.685","3.008","3.298","3.512","3.554"
"20181113","2.468","2.633","2.636","2.685","3.004","3.3","3.516","3.558"
"20181112","2.309","2.624","2.627","2.675","3.001","3.3","3.51","3.553"
"20181109","2.038","2.599","2.617","2.671","3.001","3.3","3.509","3.552"
"20181108","1.978","2.6","2.619","2.678","3","3.299","3.506","3.55"
"20181107","2.0906","2.595","2.626","2.68","2.997","3.297","3.505","3.551"
"20181106","2.27","2.613","2.646","2.684","2.991","3.294","3.504","3.55"
"20181105","2.4345","2.638","2.652","2.691","2.986","3.294","3.505","3.55"
"20181102","2.477","2.649","2.662","2.694","2.981","3.296","3.505","3.55"
"20181101","2.547","2.673","2.691","2.696","2.976","3.297","3.504","3.55"
"20181031","2.37","2.715","2.73","2.689","2.963","3.298","3.504","3.55"
"20181030","1.566","2.598","2.64","2.663","2.957","3.295","3.501","3.55"
"20181029","1.852","2.609","2.651","2.672","2.958","3.297","3.502","3.55"
"20181026","2.067","2.618","2.65","2.673","2.952","3.297","3.502","3.55"
"20181025","2.215","2.63","2.651","2.675","2.948","3.297","3.505","3.552"
"20181024","2.393","2.631","2.653","2.675","2.924","3.296","3.498","3.544"
"20181023","2.451","2.635","2.653","2.672","2.903","3.289","3.488","3.532"
"20181022","2.475","2.632","2.65","2.663","2.871","3.277","3.471","3.516"
"20181019","2.445","2.622","2.648","2.655","2.842","3.267","3.456","3.507"
"20181018","2.427","2.611","2.637","2.651","2.832","3.26","3.453","3.504"
"20181017","2.353","2.604","2.632","2.651","2.818","3.254","3.45","3.505"
"20181016","2.373","2.603","2.633","2.658","2.8","3.253","3.45","3.505"
"20181015","2.377","2.612","2.637","2.668","2.801","3.253","3.451","3.505"
"20181012","2.439","2.615","2.644","2.682","2.8","3.25","3.453","3.505"
"20181011","2.36","2.611","2.65","2.692","2.801","3.251","3.455","3.506"
"20181010","2.398","2.618","2.673","2.705","2.81","3.253","3.459","3.502"
"20181009","2.502","2.633","2.703","2.734","2.816","3.258","3.464","3.504"
"20181008","2.536","2.657","2.766","2.781","2.836","3.269","3.476","3.512"
"20180930","2.653","2.766","3.473","2.802","2.847","3.287","3.489","3.521"
"20180929","2.073","2.783","3.31","2.802","2.846","3.285","3.489","3.521"
"20180928","2.445","2.73","3.127","2.8","2.843","3.282","3.486","3.527"
"20180927","2.46","2.722","2.986","2.799","2.838","3.275","3.484","3.526"
"20180926","2.553","2.711","2.879","2.785","2.83","3.267","3.475","3.523"
"20180925","2.543","2.692","2.791","2.771","2.827","3.257","3.461","3.52"
"20180921","2.514","2.654","2.746","2.754","2.815","3.248","3.453","3.516"
"20180920","2.519","2.659","2.733","2.753","2.812","3.241","3.448","3.512"
"20180919","2.562","2.668","2.719","2.751","2.818","3.235","3.453","3.513"
"20180918","2.654","2.685","2.719","2.753","2.82","3.233","3.449","3.514"
"20180917","2.466","2.639","2.706","2.749","2.822","3.227","3.448","3.516"
"20180914","2.489","2.645","2.714","2.756","2.83","3.224","3.452","3.5225"
"20180913","2.53","2.663","2.732","2.76","2.843","3.222","3.447","3.521"
"20180912","2.557","2.675","2.734","2.751","2.846","3.216","3.437","3.513"
"20180911","2.59","2.686","2.735","2.735","2.848","3.213","3.419","3.501"
"20180910","2.573","2.679","2.715","2.723","2.842","3.209","3.414","3.5"
"20180907","2.591","2.673","2.705","2.712","2.851","3.202","3.409","3.5"
"20180906","2.494","2.633","2.638","2.7","2.845","3.201","3.407","3.5"
"20180905","2.164","2.552","2.623","2.696","2.85","3.2","3.403","3.5"
"20180904","2.195","2.6","2.646","2.706","2.878","3.205","3.409","3.5"
"20180903","2.277","2.621","2.665","2.716","2.887","3.207","3.413","3.502"
"20180831","2.309","2.633","2.68","2.72","2.894","3.207","3.415","3.503"
"20180830","2.277","2.64","2.686","2.727","2.894","3.209","3.411","3.506"
"20180829","2.3895","2.646","2.702","2.742","2.897","3.207","3.411","3.509"
"20180828","2.4255","2.647","2.728","2.75","2.899","3.195","3.41","3.514"
"20180827","2.44","2.642","2.747","2.751","2.895","3.172","3.411","3.512"
"20180824","2.392","2.612","2.748","2.738","2.889","3.156","3.408","3.511"
"20180823","2.454","2.649","2.755","2.731","2.887","3.128","3.405","3.512"
"20180822","2.538","2.662","2.75","2.701","2.878","3.076","3.352","3.491"
"20180821","2.636","2.681","2.739","2.694","2.856","3.053","3.325","3.446"
"20180820","2.625","2.674","2.69","2.676","2.83","2.997","3.276","3.406"
"20180817","2.58","2.65","2.605","2.653","2.817","2.971","3.219","3.364"
"20180816","2.511","2.637","2.56","2.639","2.813","2.946","3.184","3.329"
"20180815","2.345","2.612","2.515","2.631","2.807","2.93","3.155","3.285"
"20180814","2.328","2.589","2.495","2.613","2.799","2.925","3.133","3.265"
"20180813","2.113","2.491","2.471","2.603","2.791","2.915","3.119","3.235"
"20180810","1.826","2.426","2.466","2.616","2.801","2.925","3.131","3.244"
"20180809","1.622","2.45","2.458","2.643","2.816","2.954","3.152","3.256"
"20180808","1.422","2.345","2.453","2.678","2.842","2.995","3.195","3.314"
"20180807","1.613","2.386","2.519","2.728","2.895","3.068","3.271","3.395"
"20180806","1.819","2.469","2.606","2.791","2.954","3.144","3.35","3.475"
"20180803","1.849","2.525","2.676","2.837","3.003","3.213","3.432","3.551"
"20180802","1.97","2.584","2.72","2.884","3.056","3.269","3.504","3.626"
"20180801","2.028","2.622","2.776","2.935","3.119","3.333","3.554","3.682"
"20180731","2.066","2.648","2.812","2.965","3.174","3.38","3.589","3.712"
"20180730","2.198","2.651","2.831","2.994","3.233","3.433","3.633","3.737"
"20180727","2.284","2.654","2.853","3.035","3.303","3.514","3.688","3.781"
"20180726","2.321","2.66","2.878","3.071","3.363","3.556","3.727","3.812"
"20180725","2.349","2.667","2.897","3.103","3.419","3.634","3.77","3.851"
"20180724","2.353","2.655","2.913","3.121","3.475","3.69","3.814","3.897"
"20180723","2.362","2.658","2.936","3.162","3.503","3.724","3.85","3.923"
"20180720","2.346","2.675","2.961","3.183","3.536","3.748","3.875","3.953"
"20180719","2.416","2.683","2.973","3.198","3.561","3.776","3.887","3.962"
"20180718","2.525","2.702","2.991","3.214","3.588","3.793","3.895","3.969"
"20180717","2.591","2.703","3.007","3.2151","3.601","3.8","3.901","3.969"
"20180716","2.557","2.699","3.018","3.21","3.608","3.8","3.903","3.962"
"20180713","2.48","2.686","3.027","3.208","3.613","3.799","3.902","3.961"
"20180712","2.487","2.686","3.031","3.222","3.626","3.805","3.908","3.969"
"20180711","2.406","2.679","3.045","3.241","3.632","3.82","3.911","3.976"
"20180710","2.308","2.657","3.068","3.285","3.649","3.847","3.928","3.994"
"20180709","1.991","2.602","3.104","3.34","3.682","3.87","3.946","4.009"
"20180706","1.967","2.588","3.176","3.446","3.74","3.904","3.976","4.039"
"20180705","2.132","2.605","3.292","3.571","3.818","3.97","4.033","4.082"
"20180704","2.199","2.662","3.493","3.732","3.919","4.051","4.097","4.149"
"20180703","2.42","2.719","3.658","3.8824","3.9944","4.1253","4.1703","4.2238"
"20180702","2.519","2.78","3.778","4.004","4.104","4.193","4.243","4.298"
"20180629","2.628","2.862","3.825","4.031","4.155","4.223","4.273","4.331"
"20180628","2.289","2.841","3.811","4.064","4.192","4.241","4.292","4.352"
"20180627","2.445","2.834","3.793","4.097","4.242","4.274","4.31","4.37"
"20180626","2.518","2.831","3.78","4.125","4.261","4.296","4.329","4.381"
"20180625","2.564","2.826","3.76","4.134","4.272","4.3","4.333","4.385"
"20180622","2.586","2.819","3.751","4.151","4.305","4.312","4.35","4.398"
"20180621","2.593","2.825","3.735","4.157","4.329","4.322","4.351","4.4"
"20180620","2.619","2.822","3.713","4.157","4.334","4.326","4.352","4.4"
"20180619","2.59","2.809","3.69","4.144","4.346","4.324","4.352","4.4"
"20180615","2.592","2.81","3.663","4.126","4.352","4.332","4.353","4.399"
"20180614","2.591","2.809","3.665","4.107","4.351","4.323","4.352","4.4"
"20180613","2.589","2.8","3.656","4.101","4.351","4.321","4.35","4.4"
"20180612","2.584","2.789","3.659","4.087","4.352","4.317","4.349","4.399"
"20180611","2.573","2.776","3.656","4.083","4.353","4.313","4.348","4.398"
"20180608","2.563","2.772","3.662","4.054","4.351","4.311","4.345","4.397"
"20180607","2.555","2.783","3.675","4.05","4.35","4.307","4.344","4.395"
"20180606","2.562","2.792","3.689","4.042","4.354","4.307","4.343","4.394"
"20180605","2.584","2.802","3.713","4.025","4.346","4.308","4.343","4.394"
"20180604","2.599","2.818","3.727","3.993","4.341","4.307","4.34","4.393"
"20180601","2.801","2.897","3.738","3.966","4.339","4.304","4.336","4.391"
"20180531","2.831","2.898","3.735","3.905","4.329","4.296","4.333","4.388"
"20180530","2.884","2.895","3.729","3.872","4.312","4.289","4.33","4.385"
"20180529","2.742","2.848","3.715","3.85","4.282","4.265","4.326","4.381"
"20180528","2.533","2.806","3.69","3.84","4.242","4.243","4.318","4.376"
"20180525","2.528","2.794","3.687","3.847","4.215","4.229","4.315","4.373"
"20180524","2.53","2.751","3.68","3.845","4.193","4.215","4.311","4.371"
"20180523","2.53","2.752","3.679","3.841","4.173","4.211","4.309","4.373"
"20180522","2.525","2.755","3.673","3.838","4.16","4.207","4.307","4.371"
"20180521","2.527","2.756","3.669","3.832","4.151","4.207","4.309","4.371"
"20180518","2.563","2.768","3.656","3.833","4.147","4.202","4.309","4.37"
"20180517","2.597","2.803","3.649","3.831","4.101","4.194","4.306","4.366"
"20180516","2.766","2.835","3.649","3.825","4.082","4.188","4.304","4.363"
"20180515","2.641","2.773","3.611","3.813","4.072","4.172","4.297","4.355"
"20180514","2.58","2.738","3.594","3.801","4.06","4.162","4.289","4.353"
"20180511","2.487","2.713","3.606","3.799","4.05","4.155","4.285","4.348"
"20180510","2.509","2.723","3.621","3.806","4.034","4.152","4.282","4.346"
"20180509","2.52","2.734","3.639","3.816","4.013","4.152","4.278","4.346"
"20180508","2.575","2.751","3.663","3.829","3.9994","4.151","4.2825","4.348"
"20180507","2.582","2.768","3.692","3.84","3.9943","4.15","4.285","4.349"
"20180504","2.594","2.806","3.7353","3.851","3.993","4.154","4.291","4.357"
"20180503","2.681","2.852","3.783","3.87","3.993","4.162","4.296","4.364"
"20180502","2.72","2.892","3.824","3.893","4.003","4.174","4.306","4.376"
"20180428","2.824","2.972","3.868","3.9","4.005","4.18","4.309","4.382"
"20180427","2.921","2.978","3.86","3.899","4.007","4.184","4.313","4.385"
"20180426","2.765","2.925","3.828","3.865","3.992","4.183","4.315","4.383"
"20180425","2.728","2.911","3.821","3.78","3.984","4.185","4.317","4.38"
"20180424","2.736","2.907","3.819","3.748","3.991","4.193","4.326","4.394"
"20180423","2.724","2.9","3.807","3.751","4.004","4.211","4.336","4.409"
"20180420","2.747","2.893","3.8","3.761","4.017","4.238","4.353","4.419"
"20180419","2.733","2.884","3.782","3.791","4.05","4.275","4.378","4.448"
"20180418","2.679","2.858","3.748","3.821","4.103","4.313","4.415","4.5"
"20180417","2.665","2.843","3.715","3.834","4.174","4.351","4.444","4.537"
"20180416","2.582","2.802","3.676","3.821","4.173","4.351","4.448","4.534"
"20180413","2.557","2.798","3.671","3.825","4.179","4.356","4.451","4.535"
"20180412","2.557","2.8","3.674","3.842","4.199","4.367","4.453","4.536"
"20180411","2.561","2.804","3.684","3.871","4.209","4.38","4.459","4.538"
"20180410","2.551","2.807","3.693","3.915","4.229","4.394","4.4666","4.542"
"20180409","2.528","2.806","3.717","3.9701","4.2579","4.414","4.4726","4.5489"
"20180408","2.446","2.812","3.743","4.011","4.2781","4.4424","4.4852","4.559"
"20180404","2.469","2.83","3.781","4.0597","4.3101","4.474","4.5112","4.58"
"20180403","2.574","2.87","3.837","4.1268","4.3506","4.4931","4.5313","4.6033"
"20180402","2.622","2.883","3.8465","4.1879","4.4052","4.5309","4.5623","4.625"
"20180330","2.69","2.9166","3.881","4.2884","4.4615","4.5686","4.6021","4.6508"
"20180329","2.581","2.8958","3.871","4.3133","4.5247","4.6053","4.6405","4.678"
"20180328","2.592","2.889","3.8655","4.3421","4.6174","4.6656","4.6999","4.7148"
"20180327","2.5935","2.874","3.8645","4.3906","4.6239","4.6606","4.7043","4.7188"
"20180326","2.543","2.862","3.855","4.4094","4.6351","4.6925","4.7088","4.7233"
"20180323","2.545","2.8464","3.855","4.4364","4.6489","4.7005","4.7133","4.7248"
"20180322","2.549","2.8538","3.848","4.4662","4.6621","4.7095","4.7178","4.737"
"20180321","2.559","2.858","3.836","4.5042","4.6751","4.7185","4.7285","4.7418"
"20180320","2.558","2.861","3.827","4.5093","4.685","4.734","4.7318","4.7418"
"20180319","2.561","2.863","3.825","4.5121","4.704","4.7418","4.7318","4.7418"
"20180316","2.586","2.865","3.827","4.5101","4.712","4.7488","4.7318","4.7418"
"20180315","2.632","2.866","3.826","4.4908","4.7139","4.7588","4.7318","4.7418"
"20180314","2.633","2.869","3.827","4.4578","4.719","4.7568","4.7313","4.7418"
"20180313","2.637","2.87","3.828","4.4071","4.725","4.7518","4.7313","4.7418"
"20180312","2.586","2.858","3.828","4.3707","4.735","4.7518","4.7313","4.7418"
"20180309","2.573","2.857","3.829","4.3265","4.741","4.7508","4.7313","4.7418"
"20180308","2.57","2.862","3.833","4.2544","4.7407","4.7468","4.7313","4.7418"
"20180307","2.592","2.873","3.836","4.1936","4.7364","4.7404","4.7305","4.742"
"20180306","2.617","2.886","3.839","4.1453","4.7332","4.7334","4.73","4.742"
"20180305","2.652","2.894","3.84","4.0726","4.722","4.7332","4.73","4.742"
"20180302","2.773","2.897","3.838","4.0451","4.7191","4.7319","4.73","4.742"
"20180301","2.691","2.896","3.839","4.0403","4.7154","4.7289","4.73","4.742"
"20180228","2.708","2.906","3.842","4.0428","4.7131","4.7287","4.73","4.742"
"20180227","2.561","2.861","3.8329","4.038","4.7103","4.727","4.73","4.7422"
"20180226","2.571","2.87","3.8459","4.0443","4.7128","4.729","4.73","4.742"
"20180224","2.56","2.876","3.858","4.0526","4.7078","4.7291","4.73","4.742"
"20180223","2.597","2.881","3.863","4.0557","4.7076","4.7307","4.7299","4.742"
"20180222","2.631","2.891","3.855","4.0666","4.7054","4.7268","4.7281","4.7434"
"20180214","2.723","2.91","3.876","4.0751","4.7031","4.728","4.731","4.744"
"20180213","2.587","2.928","3.948","4.0705","4.7006","4.7287","4.7312","4.7456"
"20180212","2.585","2.918","3.919","4.075","4.696","4.7269","4.7312","4.7456"
"20180211","2.608","2.917","3.908","4.0694","4.6974","4.7289","4.7312","4.7456"
"20180209","2.589","2.918","3.892","4.074","4.6936","4.729","4.7312","4.7456"
"20180208","2.572","2.904","3.885","4.078","4.696","4.7291","4.7313","4.7455"
"20180207","2.571","2.771","3.883","4.0809","4.707","4.7302","4.7323","4.745"
"20180206","2.539","2.7706","3.875","4.0887","4.7206","4.7313","4.7321","4.7465"
"20180205","2.5305","2.7758","3.872","4.107","4.7258","4.7323","4.7302","4.7446"
"20180202","2.5173","2.788","3.867","4.1293","4.7278","4.7322","4.7314","4.7457"
"20180201","2.5154","2.7925","3.8642","4.1329","4.7276","4.732","4.7332","4.7463"
"20180131","2.594","2.8298","3.8552","4.1289","4.7257","4.73","4.7312","4.7423"
"20180130","2.554","2.838","3.858","4.1288","4.7267","4.7299","4.7311","4.7423"
"20180129","2.566","2.842","3.863","4.1276","4.727","4.7287","4.7303","4.7423"
"20180126","2.5506","2.842","3.86","4.1257","4.7292","4.727","4.7324","4.7423"
"20180125","2.5634","2.8498","3.86","4.1269","4.7317","4.7297","4.7333","4.7423"
"20180124","2.574","2.832","3.863","4.1183","4.7267","4.7268","4.7323","4.7423"
"20180123","2.602","2.863","3.86","4.1123","4.7163","4.7278","4.7322","4.7423"
"20180122","2.771","2.889","3.854","4.1122","4.7122","4.7272","4.7318","4.7429"
"20180119","2.836","2.891","3.846","4.1113","4.7115","4.7216","4.7274","4.7384"
"20180118","2.7655","2.878","3.843","4.0921","4.7044","4.7154","4.7237","4.7332"
"20180117","2.765","2.878","3.837","4.0905","4.6935","4.7133","4.7165","4.732"
"20180116","2.785","2.879","3.828","4.0941","4.6843","4.7124","4.7142","4.7296"
"20180115","2.794","2.86","3.816","4.0904","4.683","4.7139","4.7116","4.7253"
"20180112","2.83","2.864","3.808","4.1134","4.6791","4.7085","4.7052","4.7233"
"20180111","2.832","2.832","3.776","4.1632","4.6701","4.7049","4.7017","4.723"
"20180110","2.643","2.776","3.706","4.1821","4.6607","4.699","4.697","4.72"
"20180109","2.529","2.744","3.698","4.2209","4.657","4.7026","4.697","4.72"
"20180108","2.461","2.737","3.72","4.2886","4.6594","4.7052","4.6989","4.72"
"20180105","2.484","2.745","3.749","4.3756","4.6637","4.7118","4.699","4.7249"
"20180104","2.505","2.76","3.802","4.476","4.687","4.738","4.702","4.7286"
"20180103","2.5635","2.785","3.87","4.622","4.73","4.783","4.711","4.736"
"20180102","2.657","2.839","3.943","4.743","4.804","4.831","4.715","4.747"
